Dummy,Locality,Assemblage name,GeoLayer,ArchLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,,,,Level As,AA,AA-2668,20070,330,330,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2669,20230,270,270,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2991,20410,380,380,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2992,20280,220,220,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2993,20460,260,260,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2674,39000,1000000,0,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2997,38100,1670,1670,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,GifA,GifA-95581,35000,1200,1200,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level C,-,-,64000,3100,3100,TL (thermoluminescence) dating,sediment,1999,average date of 6 TL dates
,Grotte XVI,Grotte XVI Layer Aib,Unit IV,Level Abc,AA,AA-2670,26430,470,470,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2668,20070,330,330,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2669,20230,270,270,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2991,20410,380,380,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2992,20280,220,220,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2993,20460,260,260,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2674,39000,1000000,0,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2997,38100,1670,1670,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,GifA,GifA-95581,35000,1200,1200,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level C,-,-,64000,3100,3100,TL (thermoluminescence) dating,sediment,1999,average date of 6 TL dates
,Grotte XVI,Grotte XVI Layer B,Unit IV,Level Abc,AA,AA-2670,26430,470,470,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2668,20070,330,330,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2669,20230,270,270,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2991,20410,380,380,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2992,20280,220,220,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2993,20460,260,260,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2674,39000,1000000,0,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2997,38100,1670,1670,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,GifA,GifA-95581,35000,1200,1200,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level C,-,-,64000,3100,3100,TL (thermoluminescence) dating,sediment,1999,average date of 6 TL dates
,Grotte XVI,Grotte XVI Layer C,Unit IV,Level Abc,AA,AA-2670,26430,470,470,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2668,20070,330,330,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2669,20230,270,270,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2991,20410,380,380,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2992,20280,220,220,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level As,AA,AA-2993,20460,260,260,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2674,39000,1000000,0,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,AA,AA-2997,38100,1670,1670,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level B,GifA,GifA-95581,35000,1200,1200,14C (radiocarbon) dating,-,1990,-
,,,,,,,,,,,,,
,,,,Level C,-,-,64000,3100,3100,TL (thermoluminescence) dating,sediment,1999,average date of 6 TL dates
,Grotte de Saint-Marcel,"Grotte de Saint-Marcel fauna layer a,c,d",Unit c,Layer c,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,"Grotte de Saint-Marcel fauna layer a,c,d",Unit d,Layer d,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer e,Unit e,Layer e,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer f,Unit f,Layer f,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer g,Unit g,Layer g,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer h,Unit h,Layer h,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer i,Unit i,Layer i,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer j prime,Unit j prime,Layer j prime,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer j,Unit j,Layer j,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer k,Unit k,Layer k,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer l,Unit l,Layer l,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer m,Unit m,Layer m,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer n,Unit n,Layer n,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer o,Unit o,Layer o,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer p,Unit p,Layer p,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer t,Unit t,Layer t,-,-,-,-,-,-,-,-,-
,Grotte de Saint-Marcel,Grotte de Saint-Marcel fauna layer u,Unit u,Layer u,-,-,-,-,-,-,-,-,-
,Grotte de la Mère Grand - Rully,Unit 5 Fauna,Unit 5,Lower occupation,-,-,-,-,-,-,-,-,-
,Grotte de la Mère Grand - Rully,Unit 2 Fauna,Unit 2,Upper occupation,-,-,-,-,-,-,-,-,-
,Grotte de la Mère Grand - Rully,Unit 5 Microfauna,Unit 5,Lower occupation,-,-,-,-,-,-,-,-,-
,Grotte des Cedres,Grotte des Cedres fauna layer II - IV,Unit II,Layer II,-,-,-,-,-,-,-,-,-
,Grotte des Cedres,Grotte des Cedres fauna layer II - IV,Unit III,Layer III,-,-,-,-,-,-,-,-,-
,Grotte des Cedres,Grotte des Cedres fauna layer II - IV,Unit IV,Layer IV,-,-,-,-,-,-,-,-,-
,Grotte du Lazaret,Grotte du Lazaret C-III UA 1-4 fauna,Unit C-III,Layer UA1 to UA24,-,-,-,-,-,-,-,-,-
,Grotte du Lazaret,Grotte du Lazaret C-III UA 5-7 fauna,Unit C-III,Layer UA1 to UA24,-,-,-,-,-,-,-,-,-
,Grotte du Lazaret,Grotte du Lazaret C-III UA 8-9 fauna,Unit C-III,Layer UA1 to UA24,-,-,-,-,-,-,-,-,-
,Grotte du Lazaret,Grotte du Lazaret C-III UA 10-12 fauna,Unit C-III,Layer UA1 to UA24,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 11,AH XI,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 2,AH II,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 3,AH III,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 4,AH IV,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 5,AH V,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 6,AH VI,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 7,AH VII,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 8,AH VIII,-,-,-,-,-,-,-,-,-
,Große Grotte,Große Grotte Fauna,GH 9,AH IX,-,-,-,-,-,-,-,-,-
,Grub-Kranawetberg,"Grub-Kranawetberg, AH 4, bone accumulation, fauna",Layer 9,AH 4,-,-,-,-,-,-,-,-,-
,Gruta Nova da Columbeira,"Columbeira, Level 6, Fauna",Level 6,Layer 6a (Mousterian),-,-,-,-,-,-,-,-,-
,,,,Layer 6 (Mousterian),,,,,,,,,
,Gruta Nova da Columbeira,"Columbeira, Level 7, Fauna",Level 7,Layer 7 (Mousterian),-,-,-,-,-,-,-,-,-
,Gruta Nova da Columbeira,"Columbeira, Level 8, Fauna",Level 8,Layer 8 (Mousterian),KN,KN-199/Hv-1350,22350,990,990,14C (radiocarbon) dating,charcoal,1967,according to Zilhao et al. 2011. very old date from Cologne resp. Hanover Laoratory
,,,,,,,,,,,,,
,,,,Layer 8 (Mousterian),-,-,87100,6300,6300,U series (uranium-thorium) dating,bone,2003,according to Zilhao et al. 2011
,Gruta Nova da Columbeira,"Columbeira, Level 9, Fauna",Level 9,Layer 9 (Mousterian),-,-,-,-,-,-,-,-,-
,Gruta Nova da Columbeira,"Columbeira, Level 6, Micromammals",Level 6,Layer 6a (Mousterian),-,-,-,-,-,-,-,-,-
,,,,Layer 6 (Mousterian),,,,,,,,,
,Gruta Nova da Columbeira,"Columbeira, Level 7, Micromammals",Level 7,Layer 7 (Mousterian),-,-,-,-,-,-,-,-,-
,Gruta Nova da Columbeira,"Columbeira, Level 8, Micromammals",Level 8,Layer 8 (Mousterian),KN,KN-199/Hv-1350,22350,990,990,14C (radiocarbon) dating,charcoal,1967,according to Zilhao et al. 2011. very old date from Cologne resp. Hanover Laoratory
,,,,,,,,,,,,,
,,,,Layer 8 (Mousterian),-,-,87100,6300,6300,U series (uranium-thorium) dating,bone,2003,according to Zilhao et al. 2011
,Gruta Nova da Columbeira,"Columbeira, Level 9, Micromammals",Level 9,Layer 9 (Mousterian),-,-,-,-,-,-,-,-,-
,Gruta da Figueira Brava,Area C Macromammal Fauna,C. 1,-,-,-,-,-,-,-,-,-,-
,Gruta da Figueira Brava,Area C Macromammal Fauna,C. 2,Area C Middle Paleolithic,-,-,-,-,-,-,-,-,-
,Gruta da Figueira Brava,Area C Macromammal Fauna,C. 3,-,-,-,-,-,-,-,-,-,-
,Gruta da Figueira Brava,Area C Macromammal Fauna,C. 4,-,-,-,-,-,-,-,-,-,-
,Gruta da Figueira Brava,Area C Macromammal Fauna,C. 5,-,-,-,-,-,-,-,-,-,-
,Gruta da Oliveira,Gruta da Oliveira Layer 7 Macromammal Fauna,Unit 7,-,-,-,-,-,-,-,-,-,-
,Gruta da Oliveira,Gruta da Oliveira Layer 8 Macromammal Fauna,Unit 8,layer 8,-,-,-,-,-,-,-,-,-
,Gruta da Oliveira,Gruta da Oliveira Layer 9 Macromammal Fauna,Unit 9,layer 9,-,-,-,-,-,-,-,-,-
,Gruta da Oliveira,Gruta da Oliveira Layer 10 Macromammal Fauna,Unit 10,layer 10,-,-,-,-,-,-,-,-,-
,Gruta da Oliveira,Gruta da Oliveira Layer 11 Macromammal Fauna,Unit 11,-,-,-,-,-,-,-,-,-,-
,Gruta da Oliveira,Gruta da Oliveira Layer 12+13bis Macromammal Fauna,Unit 12,-,-,-,-,-,-,-,-,-,-
,Gruta da Oliveira,Gruta da Oliveira Layer 12+13bis Macromammal Fauna,Unit 13,layer 13,-,-,52100,11600,11600,TL (thermoluminescence) dating,lithic burnt,2014,sample nr. OLV-12; according to Richter et al 2014
,,,,,,,,,,,,,
,,,,layer 13,-,-,54200,17500,17500,TL (thermoluminescence) dating,lithic burnt,2014,sample nr. OLV-17; according to Richter et al 2014
,,,,,,,,,,,,,
,,,,layer 13,-,-,59600,12100,12100,TL (thermoluminescence) dating,lithic burnt,2014,sample nr. OLV-09; according to Richter et al 2014
,Gruta da Oliveira,Gruta da Oliveira Layer 13 Macromammal Fauna,Unit 13,layer 13,-,-,52100,11600,11600,TL (thermoluminescence) dating,lithic burnt,2014,sample nr. OLV-12; according to Richter et al 2014
,,,,,,,,,,,,,
,,,,layer 13,-,-,54200,17500,17500,TL (thermoluminescence) dating,lithic burnt,2014,sample nr. OLV-17; according to Richter et al 2014
,,,,,,,,,,,,,
,,,,layer 13,-,-,59600,12100,12100,TL (thermoluminescence) dating,lithic burnt,2014,sample nr. OLV-09; according to Richter et al 2014
,Gröbern,Gröbern Profile I L14 vertebrate fauna 2,L14,Gröbern elephant layer,-,-,128000,-1,-1,unknown,-,1990,-
,Gröbern,Gröbern Profile I L12 L 14 vertebrate fauna 3,L12,-,-,-,-,-,-,-,-,-,-
,Gröbern,Gröbern Profile I L12 L 14 vertebrate fauna 3,L14,Gröbern elephant layer,-,-,128000,-1,-1,unknown,-,1990,-
,Gröbern,Gröbern Profile I L15 L16 L17 vertebrate fauna 4,L15,-,-,-,-,-,-,-,-,-,-
,Gröbern,Gröbern Profile I L15 L16 L17 vertebrate fauna 4,L16,-,-,-,-,-,-,-,-,-,-
,Gröbern,Gröbern Profile I L15 L16 L17 vertebrate fauna 4,L17,-,-,-,-,-,-,-,-,-,-
,Gröbern,Gröbern Profile I L14 Micromammals 2,L14,Gröbern elephant layer,-,-,128000,-1,-1,unknown,-,1990,-
,Gröbern,Gröbern Profile I L12 Micromammals 1,L12,-,-,-,-,-,-,-,-,-,-
,Gröbern,Gröbern Micromammals climate,L12,-,-,-,-,-,-,-,-,-,-
,Gröbern,Gröbern Micromammals climate,L14,Gröbern elephant layer,-,-,128000,-1,-1,unknown,-,1990,-
,Gua Sagu,"Sagu Cave, spits 5-11, Fauna",Cave deposits,-,-,-,-,-,-,-,-,-,-
,Gua Sagu,"Sagu Cave, spits 5-11, micromammals",Cave deposits,-,-,-,-,-,-,-,-,-,-
,Guattari,Guattari Layer 0 Fauna,Layer 0,Layer 0,-,-,-,-,-,-,-,-,-
,Guattari,Guattari Layer 1 Fauna,Layer 1,Layer 1,-,-,-,-,-,-,-,-,-
,Guattari,Guattari Layer 2 Fauna,Layer 2,Layer 2,-,-,-,-,-,-,-,-,-
,Guattari,Guattari Layer 3 Fauna,Layer 3,Layer 3,-,-,-,-,-,-,-,-,-
,Guattari,Guattari Layer 4 Fauna,Layer 4,Layer 4,-,-,-,-,-,-,-,-,-
,Guattari,Guattari Layer 5 Fauna,Layer 5,Layer 5,-,-,-,-,-,-,-,-,-
,Guattari,Guattari Layer 7 Fauna,Layer 6-7,Layer 6-7,-,-,-,-,-,-,-,-,-
,Guattari,Guattari 1,Layer 0,Layer 0,-,-,-,-,-,-,-,-,-
,Guattari,Guattari 2,Layer 0,Layer 0,-,-,-,-,-,-,-,-,-
,Guattari,Guattari 3,Layer 0,Layer 0,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Micro-Mammal Fauna,Gudenushöhle_layer 1,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Micro-Mammal Fauna,Gudenushöhle_layer 2,Gudenushöhle_AH I,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Micro-Mammal Fauna,Gudenushöhle_layer 3,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Micro-Mammal Fauna,Gudenushöhle_layer 4,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Micro-Mammal Fauna,Gudenushöhle_layer 5,Gudenushöhle_AH II,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Micro-Mammal Fauna,Gudenushöhle_layer 6,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Micro-Mammal Fauna,Gudenushöhle_layer 7,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Macro-Mammal Fauna,Gudenushöhle_layer 1,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Macro-Mammal Fauna,Gudenushöhle_layer 2,Gudenushöhle_AH I,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Macro-Mammal Fauna,Gudenushöhle_layer 3,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Macro-Mammal Fauna,Gudenushöhle_layer 4,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Macro-Mammal Fauna,Gudenushöhle_layer 5,Gudenushöhle_AH II,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Macro-Mammal Fauna,Gudenushöhle_layer 6,-,-,-,-,-,-,-,-,-,-
,Gudenushöhle,Gudenushöhle Macro-Mammal Fauna,Gudenushöhle_layer 7,-,-,-,-,-,-,-,-,-,-
,Gunang Cave,"Gunang, Layer B/C, Fauna",Layer B,-,-,-,-,-,-,-,-,-,-
,Gunang Cave,"Gunang, Layer B/C, Fauna",Layer C,-,-,-,-,-,-,-,-,-,-
,Gunung Runtuh Cave,"Gunung Runtuh, spits 1-18, Fauna",Lowest Layer,-,-,-,-,-,-,-,-,-,-
,Gunung Runtuh Cave,"Gunung Runtuh, spits 1-18, micromammals",Lowest Layer,-,-,-,-,-,-,-,-,-,-
,Göpfelsteinhöhle,Göpfelsteinhöhle Fauna,GH B,AH B,-,-,-,-,-,-,-,-,-
,Göpfelsteinhöhle,Göpfelsteinhöhle Fauna,GH D,AH D,-,-,-,-,-,-,-,-,-
,Haldensteinhöhle,Haldensteinhöhle AH f Fauna,GH f,AH f,-,-,-,-,-,-,-,-,-
,Haldensteinhöhle,Haldensteinhöhle AH h Fauna,GH h,AH h,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex A/B Macro-Mammal Fauna,Hallera Av. site Complex A,Hallera Av. site Lower horizon,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex A/B Macro-Mammal Fauna,Hallera Av. site Complex B,Hallera Av. site Lower horizon,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex A/B/C Macro-Mammal Fauna,Hallera Av. site Complex A,Hallera Av. site Lower horizon,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex A/B/C Macro-Mammal Fauna,Hallera Av. site Complex B,Hallera Av. site Lower horizon,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex A/B/C Macro-Mammal Fauna,Hallera Av. site Complex C,Hallera Av. site Upper horizon,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex C Macro-Mammal Fauna,Hallera Av. site Complex C,Hallera Av. site Upper horizon,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex D/E Macro-Mammal Fauna,Hallera Av. site Complex D,Hallera Av. site Upper horizon,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Complex D/E Macro-Mammal Fauna,Hallera Av. site Complex E,-,-,-,-,-,-,-,-,-,-
,Hallera Av. site,Hallera Av. site Northern Sector Complex C Macro-Mammal Fauna,Hallera Av. site Complex C,Hallera Av. site Upper horizon,-,-,-,-,-,-,-,-,-
,Hang Boi,Hang Boi - Upper Cave midden Fauna,Shell-Midden-Deposit Upper Cave,-,-,-,-,-,-,-,-,-,-
,Hang Hum Cave,"Hang Hum Cave, Fauna",fossil layer,-,-,-,-,-,-,-,-,-,-
,Hang Hum Cave,"Hang Hum Cave, micromammals",fossil layer,-,-,-,-,-,-,-,-,-,-
,Hang Thung Binh 1,Hang Thung Binh 1 Macro-Vertebrate Fauna,Midden deposit,-,-,-,-,-,-,-,-,-,-
,Hang Trong,Hang Trong Mixed Phase Fauna,Mixed Phase,-,-,-,-,-,-,-,-,-,-
,Hang Trong,Hang Trong Phase I Fauna,Phase I,-,-,-,-,-,-,-,-,-,-
,Hang Trong,Hang Trong Phase II Fauna,Phase II,-,-,-,-,-,-,-,-,-,-
,Hang Trong,Hang Trong Phase III Fauna,Phase III,-,-,-,-,-,-,-,-,-,-
,Hathnora,Hathnora Lower Pleistocene Macromammal Fauna,Layer 15,Hathnora Middle Palaeolithic,-,-,-,-,-,-,-,-,-
,,,,Hathnora Upper Palaeolithic,,,,,,,,,
,Hathnora,Hathnora Lower Holocene Macromammal Fauna,Layer 7,-,-,-,-,-,-,-,-,-,-
,Hathnora,Hathnora Lower Holocene Macromammal Fauna,Layer 8,-,-,-,-,-,-,-,-,-,-
,Hathnora,Hathnora Lower Holocene Macromammal Fauna,Layer 9,-,-,-,-,-,-,-,-,-,-
,Hohle Fels,Hohle Fels AH I Fauna,GH 1,AH I,H,H-5119-4601,13085,95,95,14C (radiocarbon) dating,-,-1,published by Weniger 1990
,,,,,,,,,,,,,
,,,,AH I,H,H-5312-4907,12770,110,110,14C (radiocarbon) dating,-,-1,published by Weniger 1990
,,,,,,,,,,,,,
,,,,AH I,MAMS,MAMS-16556,12506,32,32,14C (radiocarbon) dating,-,-1,published by Taller 2014
,,,,,,,,,,,,,
,,,,AH I,OxA,OxA-4596,13240,110,110,14C (radiocarbon) dating,-,-1,published by Hahn 1995
,Hohle Fels,Hohle Fels AH IIa Fauna,GH 3a,AH IIa,OxA,OxA-4975,12520,130,130,14C (radiocarbon) dating,-,-1,published by Housley et al. 1997
,,,,,,,,,,,,,
,,,,AH IIa,OxA,OxA-4977,13350,140,140,14C (radiocarbon) dating,-,-1,published by Housley et al. 1997
,Hohle Fels,Hohle Fels AH IIb/IIbf Fauna,GH 3b,AH IIb,Beta,Beta-156092,28350,220,220,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear tooth"
,,,,,,,,,,,,,
,,,,AH IIb,Beta,Beta-161023,28170,220,220,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear tooth"
,,,,,,,,,,,,,
,,,,AH IIb,GrA,GrA-43702,27420,150,150,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear skull"
,,,,,,,,,,,,,
,,,,AH IIb,GrA,GrA-43914,28330,140,140,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear metatarsal"
,,,,,,,,,,,,,
,,,,AH IIb,OxA,OxA-35245,12605,55,55,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IIb,OxA,OxA-35307,28430,300,300,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IIb,OxA,OxA-35309,28660,300,300,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IIb,OxA,OxA-35310,12515,55,55,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,Hohle Fels,Hohle Fels AH IIc Fauna,GH 3c,AH IIc,Beta,Beta-156093,28170,180,180,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear tooth"
,,,,,,,,,,,,,
,,,,AH IIc,Beta,Beta-161022,27840,190,190,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear tooth"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-43908,30370,170,170,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear metatarsal"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-43912,28750,150,150,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear metatarsal"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-43913,28200,140,140,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear metatarsal"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-43915,27440,140,140,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear metatarsal"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-43922,27850,130,130,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear metacarpal"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-67065,28540,160,160,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-67072,28140,150,150,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IIc,GrA,GrA-67117,27770,150,150,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IIc,OxA,OxA-4598,26000,360,360,14C (radiocarbon) dating,bone,2008,"after Conard/Bolus 2008, tab. 2; bear femur"
,,,,,,,,,,,,,
,,,,AH IIc,OxA,OxA-4599,28920,440,440,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified reindeer antler (tool)"
,,,,,,,,,,,,,
,,,,AH IIc,OxA,OxA-5007,29550,650,650,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified reindeer antler (tool)"
,Hohle Fels,Hohle Fels AH IIcf Fauna,GH 3cf,AH IIcf,GrA,GrA-43913,28200,140,138,14C (radiocarbon) dating,-,-1,"Taller/Conard 2016, Abb. 4"
,,,,,,,,,,,,,
,,,,AH IIcf,GrA,GrA-67070,28870,160,160,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IIcf,KIA,KIA-17741,27970,140,140,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified reindeer antler"
,,,,,,,,,,,,,
,,,,AH IIcf,KIA,KIA-17742,27690,140,140,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; horse tibia"
,,,,,,,,,,,,,
,,,,AH IIcf,KIA,KIA-17743,27830,150,150,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear vertebra with embedded silex projectile"
,,,,,,,,,,,,,
,,,,AH IIcf,KIA,KIA-17744,27780,150,150,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified mammoth/rhino rib"
,,,,,,,,,,,,,
,,,,AH IIcf,KIA,KIA-3503,27030,250,250,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; horse rib"
,Hohle Fels,Hohle Fels AH IId/e Fauna,GH 3d,AH IId,Beta,Beta-156094,28060,170,170,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; bear tooth"
,,,,,,,,,,,,,
,,,,AH IId,GrA,GrA-67068,31440,190,190,14C (radiocarbon) dating,bone,2019,"Taller/Conard 2019, table 1; modified bone"
,,,,,,,,,,,,,
,,,,AH IId,KIA,KIA-8964,29560,240,230,14C (radiocarbon) dating,-,-1,"Taller/Conard 2016, Abb. 4"
,,,,,,,,,,,,,
