"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae"
"Cova Foradada (Calafell)","Cova Fordada Unit IV Macromammal Fauna","Unit IV","Spain","cave",1.580861,41.204688,"MP/ Chatelperronian",36000,45000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers), stratigraphy","3","286","-","-"
"Cova Foradada (Calafell)","Cova Fordada Unit IV1 Macromammal Fauna","Unit IV","Spain","cave",1.580861,41.204688,"MP/ Chatelperronian",36000,45000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers), stratigraphy","3","439","-","-"
"Cova Foradada (Calafell)","Cova Fordada Unit IV2 Macromammal Fauna","Unit IV","Spain","cave",1.580861,41.204688,"MP/ Chatelperronian",36000,45000,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers), stratigraphy","3","161","-","-"
"Cova Foradada (Calafell)","Cova Fordada Unit V Macromammal Fauna","Unit V","Spain","cave",1.580861,41.204688,"",45000,60000,"archaeological (cultural) stratigraphy, geology (based on position of layers), stratigraphy","4-3","12","-","-"
"Cova Negra","Cova Negra human remains 09","Cova Negra Level 1","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 09","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 10","Cova Negra Level 1","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 10","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 11","Cova Negra Level 1","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 11","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 13","Cova Negra Level 1","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 13","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 14","Cova Negra Level 1","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 14","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 15","Cova Negra Level 1","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 15","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 17","Cova Negra Level 1","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 17","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 21","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra human remains 22","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","-","-","-"
"Cova Negra","Cova Negra level 2B fauna","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","545","-","-"
"Cova Negra","Cova Negra level 2 fauna","Cova Negra Level 2","Spain","cave",-0.532729,38.981676,"MP/ Mousterian - Eurasia",0,174000,"geology (based on position of layers)","-","330","2","-"
"Cova del Gegant","Cova del Gegant Episode 3a Human Remains","Episode 3a","Spain","cave",1.7743,41.2235,"MP/ Mousterian - Eurasia",47500,51100,"U series (uranium-thorium) dating","3","-","-","-"
"Cova del Gegant","Cova del Gegant Episode 6-0 Faunal Remains","Episode 0","Spain","cave",1.7743,41.2235,"",60500,350000,"geology (based on position of layers), OSL (optically stimulated thermoluminescence) dating","-","","-","-"
"Cova del Gegant","Cova del Gegant Episode 6-0 Faunal Remains","Episode 1","Spain","cave",1.7743,41.2235,"MP/ Mousterian - Eurasia",50900,60500,"OSL (optically stimulated thermoluminescence) dating","3","","-","-"
"Cova del Gegant","Cova del Gegant Episode 6-0 Faunal Remains","Episode 2","Spain","cave",1.7743,41.2235,"MP/ Mousterian - Eurasia",56100,63900,"OSL (optically stimulated thermoluminescence) dating","3","","-","-"
"Cova del Gegant","Cova del Gegant Episode 6-0 Faunal Remains","Episode 3a","Spain","cave",1.7743,41.2235,"MP/ Mousterian - Eurasia",47500,51100,"U series (uranium-thorium) dating","3","","-","-"
"Cova del Gegant","Cova del Gegant Episode 6-0 Faunal Remains","Episode 3b","Spain","cave",1.7743,41.2235,"",1070,47500,"geology (based on position of layers)","-","","-","-"
"Cova del Gegant","Cova del Gegant Episode 6-0 Faunal Remains","Episode 4","Spain","cave",1.7743,41.2235,"NP/ Bronze Age",1070,47500,"geology (based on position of layers)","-","","-","-"
"Cova del Gegant","Cova del Gegant Episode 3a Microfaunal Remains","Episode 3a","Spain","cave",1.7743,41.2235,"MP/ Mousterian - Eurasia",47500,51100,"U series (uranium-thorium) dating","3","19","18","-"
"Cova del Gegant","Cova del Gegant Episode 1 Microfaunal Remains","Episode 1","Spain","cave",1.7743,41.2235,"MP/ Mousterian - Eurasia",50900,60500,"OSL (optically stimulated thermoluminescence) dating","3","61","24","-"
"Cova del Gegant","Cova del Gegant Episoede 2 Microfaunal Remains","Episode 2","Spain","cave",1.7743,41.2235,"MP/ Mousterian - Eurasia",56100,63900,"OSL (optically stimulated thermoluminescence) dating","3","8","4","-"
"Covalejos","Covalejos level J human remains 1","Nivel J","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",45000,95857,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers)","-","-","-","-"
"Covalejos","Covalejos level J human remains 2","Nivel J","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",45000,95857,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers)","-","-","-","-"
"Covalejos","Covalejos level A fauna","Nivel A","Spain","cave",-3.9333,43.397,"UP/ Aurignacian",0,30130,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","71","-","-"
"Covalejos","Covalejos level B fauna","Nivel B","Spain","cave",-3.9333,43.397,"UP/ Aurignacian",30130,30630,"14C (radiocarbon) dating","-","317","-","-"
"Covalejos","Covalejos level C fauna","Nivel C","Spain","cave",-3.9333,43.397,"UP/ Aurignacian",37590,38340,"14C (radiocarbon) dating","-","1839","-","-"
"Covalejos","Covalejos level D fauna","Nivel D","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",42500,43800,"14C (radiocarbon) dating","-","504","-","-"
"Covalejos","Covalejos level B-C fauna","Nivel B","Spain","cave",-3.9333,43.397,"UP/ Aurignacian",30130,30630,"14C (radiocarbon) dating","-","68","-","-"
"Covalejos","Covalejos level B-C fauna","Nivel C","Spain","cave",-3.9333,43.397,"UP/ Aurignacian",37590,38340,"14C (radiocarbon) dating","-","68","-","-"
"Covalejos","Covalejos level E fauna","Nivel E","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",42500,87857,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","260","-","-"
"Covalejos","Covalejos level H fauna","Nivel H","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",42500,87857,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","219","-","-"
"Covalejos","Covalejos level I fauna","Nivel I","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",42500,87857,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","859","-","-"
"Covalejos","Covalejos level J fauna","Nivel J","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",45000,95857,"14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology (based on position of layers)","-","3989","-","-"
"Covalejos","Covalejos level K fauna","Nivel K","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",45000,95857,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","2821","-","-"
"Covalejos","Covalejos level L fauna","Nivel L","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",45000,95857,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","8","-","-"
"Covalejos","Covalejos level M fauna","Nivel M","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",45000,95857,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","134","-","-"
"Covalejos","Covalejos level O fauna","Nivel O","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",87857,101000,"archaeological (cultural) stratigraphy, geology (based on position of layers)","-","18","-","-"
"Covalejos","Covalejos level Q fauna","Nivel Q","Spain","cave",-3.9333,43.397,"MP/ Mousterian - Eurasia",101000,350000,"U series (uranium-thorium) dating, archaeological (cultural) stratigraphy, geology (based on position of layers)","-","418","-","-"
"Covolo De Nadale","Covolo De Nadale Unit 7 Fauna","Unit 7","Italy","cave",11.3,45.26,"MP/ Mousterian - Eurasia",57000,71000,"U series (uranium-thorium) dating, geology (based on position of layers), biostratigraphy (small mammal)","4","20903","","-"
"Cueva Bajondillo","Cueva Bajondillo Unit Bj19 mammal fauna","Unit Bj19","Spain","rock shelter",-4.497876,36.621317,"MP/ Mousterian - Eurasia",136600,165800,"U series (uranium-thorium) dating","-","","-","-"
"Cueva Negra","CN 1","Unit I","Spain","rock shelter",-1.59545,38.23009,"",0,250000,"stratigraphy","-","-","-","-"
"Cueva Negra","CN 4","Unit I","Spain","rock shelter",-1.59545,38.23009,"",0,250000,"stratigraphy","-","-","-","-"
"Cueva Negra","CN 5","Unit I","Spain","rock shelter",-1.59545,38.23009,"",0,250000,"stratigraphy","-","-","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit I","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",71000,132000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit II","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",71000,132000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit III","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",71000,132000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit IV","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",71000,132000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit IX","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,424000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","11-5","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit V","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",71000,132000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit VI","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",71000,132000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit VII","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",71000,132000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit VIII","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,132000,"U series (uranium-thorium) dating","-","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit X","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,424000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","11-5","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit XI","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,424000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","11-5","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit XII","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,424000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","11-5","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit XIII","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,424000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","11-5","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit XIV","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,424000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","11-5","3560","-","-"
"Cueva del Angel","Cueva del Angel Unit I - XVI Fauna","Unit XV","Spain","cave",-4.478842,37.369444,"LP/ Acheulean - Europe",111000,424000,"geology (based on position of layers), biostratigraphy (large mammal), archaeological (cultural) stratigraphy","11-5","3560","-","-"
